;Winner;Turns;Win_rate
10775;Magdalena;25;0.5025983667409057
10776;Magdalena;58;0.5025517305372552
10777;Magdalena;19;0.5025051029875672
10778;Magdalena;42;0.5024584840894332
10779;Magdalena;135;0.5024118738404453
10780;Bernhard;19;0.5024580280122437
10781;Bernhard;18;0.5025041736227045
10782;Bernhard;61;0.5025503106742094
10783;Bernhard;62;0.5025964391691394
10784;Bernhard;17;0.5026425591098749
10785;Bernhard;48;0.5026886704987947
10786;Magdalena;32;0.502642069157319
10787;Magdalena;37;0.5025954764553208
10788;Magdalena;34;0.5025488923903976
10789;Bernhard;16;0.5025949953660797
10790;Magdalena;12;0.5025484199796126
10791;Magdalena;27;0.5025018532246108
10792;Magdalena;18;0.502455295098675
10793;Bernhard;52;0.5025013896609227
10794;Bernhard;13;0.5025474756831867
10795;Bernhard;14;0.5025935531678399
10796;Bernhard;13;0.5026396221172548
10797;Magdalena;21;0.5025930727912576
10798;Magdalena;22;0.5025465320863043
10799;Bernhard;68;0.5025925925925926
10800;Magdalena;36;0.5025460605499491
10801;Bernhard;52;0.502592112571746
